#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story102.txt	20   	कोविड-19                      	NNP            	I-NP    			कोविड-19,unk                  	-     
story102.txt	21   	टीकाकरण                       	NN             	I-NP    			टीकाकरण,n                     	-     
story102.txt	22   	कवरेज                               	NNP            	B-NP    			कवरेज,n                        	-     
story102.txt	23   	की                                 	PSP            	I-NP    			का,psp                        	-     
story102.txt	24   	दिशा                               	NN             	B-NP    			दिशा,n                        	-     
story102.txt	25   	में                                  	PSP            	I-NP    			में,psp                         	-     
story102.txt	26   	गहन                                	JJ             	B-JJP   			गहन,adj                       	-     
story102.txt	27   	व                                  	CC             	B-CCP   			व,avy                         	-     
story102.txt	28   	महत्वाकांक्षी                    	JJ             	B-NP    			महत्वाकांक्षी,adj                	-     
story102.txt	29   	रूप                                 	NN             	I-NP    			रूप,n                          	-     
story102.txt	30   	से                                  	PSP            	I-NP    			से,psp                         	-     
story102.txt	31   	आगे                                 	NST            	B-NP    			आगे,adv                        	-     
story102.txt	32   	बढ़ाने                               	VM             	B-VGNN  			बढ़ा,v                         	-     
story102.txt	33   	का                                 	PSP            	I-VGNN  			का,psp                        	-     
story102.txt	34   	अनुरोध                              	NN             	B-NP    			अनुरोध,n                       	-     
story102.txt	35   	किया                               	VM             	B-VGF   			कर,v                          	-     
story102.txt	36   	गया                                	VAUX           	I-VGF   			जा,v                          	-     
story102.txt	37   	।                           SYM            	I-VGF   				.,punc                        	-     

story102.txt	0    	केंद्रीय                              	NNPC           	B-NP    			केंद्रीय,adj                     	(5
story102.txt	1    	स्वास्थ्य                        	NNC            	I-NP    			स्वास्थ्य,n                      	5
story102.txt	2    	सचिव                               	NNP            	B-NP    			सचिव,n                        	5)
story102.txt	3    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story102.txt	4    	इस                                 	DEM            	B-NP    			यह,pn                         	-     
story102.txt	5    	बात                                	NN             	I-NP    			बात,n                         	-     
story102.txt	6    	को                                 	PSP            	I-NP    			को,psp                        	-     
story102.txt	7    	रेखांकित                        	JJ             	B-JJP   			रेखांकित,adj                    	-     
story102.txt	8    	किया                               	VM             	B-VGF   			कर,v                          	-     
story102.txt	9    	कि                                 	CC             	B-CCP   			कि,avy                        	-     
story102.txt	10   	आयु                                 	NNPC           	B-NP    			आयु,n                          	-     
story102.txt	11   	समूहों-                              	NN             	I-NP    			समूहों-,unk                     	-     
story102.txt	12   	18                  	QC             	B-NP    			18,num                        	-     
story102.txt	13   	वर्ष                                	NN             	I-NP    			वर्ष,n                         	-     
story102.txt	14   	और                                 	CC             	B-CCP   			और,avy                        	-     
story102.txt	15   	उससे                                	PRP            	B-NP    			वह,pn                         	-     
story102.txt	16   	अधिक                               	QF             	B-NP    			अधिक,adj                      	-     
story102.txt	17   	(8                  	QC             	I-NP    			(,punc                        	-     
story102.txt	18   	फीसदी                              	NN             	I-NP    			फीसदी,n                       	-     
story102.txt	19   	)                   	SYM            	I-NP    			),punc                        	-     
story102.txt	20   	व                                  	CC             	B-CCP   			व,avy                         	-     
story102.txt	21   	60                  	QC             	B-NP    			60,num                        	-     
story102.txt	22   	वर्ष                                	NN             	I-NP    			वर्ष,n                         	-     
story102.txt	23   	और                                 	CC             	B-CCP   			और,avy                        	-     
story102.txt	24   	उससे                                	PRP            	B-NP    			वह,pn                         	-     
story102.txt	25   	अधिक                               	QF             	B-NP    			अधिक,adj                      	-     
story102.txt	26   	(27                 	QC             	I-NP    			(,punc                        	-     
story102.txt	27   	फीसदी                              	NN             	I-NP    			फीसदी,n                       	-     
story102.txt	28   	)                   	SYM            	I-NP    			),punc                        	-     
story102.txt	29   	के                                  	PSP            	B-FRAGP 			का,psp                        	-     
story102.txt	30   	लोगों                               	NN             	B-NP    			लोग,n                         	-     
story102.txt	31   	के                                  	PSP            	I-NP    			का,psp                        	-     
story102.txt	32   	बीच                                	NST            	I-NP    			बीच,n                         	-     
story102.txt	33   	एहतियाती                      	JJ             	B-NP    			एहतियाती,adj                  	(1
story102.txt	34   	खुराक                               	NNP            	I-NP    			खुराक,n                        	1)
story102.txt	35   	की                                 	PSP            	I-NP    			का,psp                        	-     
story102.txt	36   	कम                                 	QF             	B-NP    			कम,adj                        	-     
story102.txt	37   	हिस्सेदारी                      	NN             	I-NP    			हिस्सेदारी,n                    	-     
story102.txt	38   	चिंता                               	NN             	B-NP    			चिंता,n                        	-     
story102.txt	39   	का                                 	PSP            	I-NP    			का,psp                        	-     
story102.txt	40   	कारण                               	NN             	B-NP    			कारण,n                        	-     
story102.txt	41   	है                                  	VM             	B-VGF   			है,v                           	-     
story102.txt	42   	।                           SYM            	I-VGF   				.,punc                        	-     

story102.txt	0    	भारत                               	NNPC           	B-NP    			भारत,n                        	(7
story102.txt	1    	सरकार                              	NNP            	I-NP    			सरकार,n                       	7)
story102.txt	2    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story102.txt	3    	18                  	QC             	B-NP    			18,num                        	-     
story102.txt	4    	वर्ष                                	NN             	I-NP    			वर्ष,n                         	-     
story102.txt	5    	और                                 	CC             	B-CCP   			और,avy                        	-     
story102.txt	6    	उससे                                	PRP            	B-NP    			वह,pn                         	-     
story102.txt	7    	अधिक                               	QF             	B-NP    			अधिक,adj                      	-     
story102.txt	8    	आयु                                 	NN             	I-NP    			आयु,n                          	-     
story102.txt	9    	के                                  	PSP            	I-NP    			का,psp                        	-     
story102.txt	10   	व्यक्तियों                       	NN             	B-NP    			व्यक्ति,n                       	-     
story102.txt	11   	के                                  	PSP            	I-NP    			का,psp                        	-     
story102.txt	12   	लिए                                	PSP            	I-NP    			लिए,psp                       	-     
story102.txt	13   	सभी                                	QF             	B-NP    			सब,adj                        	-     
story102.txt	14   	सरकारी                        	JJ             	I-NP    			सरकारी,adj                    	(4
story102.txt	15   	कोविड                              	NN             	I-NP    			कोविड,unk                     	4
story102.txt	16   	टीकाकरण                       	NNC            	B-NP    			टीकाकरण,n                     	4
story102.txt	17   	केंद्रों                               	NN             	I-NP    			केंद्र,n                         	4)
story102.txt	18   	पर                                 	PSP            	I-NP    			पर,psp                        	-     
story102.txt	19   	नि:शुल्क                        	JJ             	B-NP    			नि:शुल्क,unk                    	(1
story102.txt	20   	एहतियाती                      	JJ             	I-NP    			एहतियाती,adj                  	1
story102.txt	21   	खुराक                               	NNP            	I-NP    			खुराक,n                        	1)
story102.txt	22   	प्रदान                              	NN             	B-NP    			प्रदान,n                       	-     
story102.txt	23   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story102.txt	24   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story102.txt	25   	लिए                                	PSP            	I-VGNN  			लिए,psp                       	-     
story102.txt	26   	एक                                 	QC             	B-NP    			एक,adj                        	-     
story102.txt	27   	विशेष                               	JJ             	I-NP    			विशेष,adj                      	-     
story102.txt	28   	अभियान                        	NN             	I-NP    			अभियान,n                      	-     
story102.txt	29   	&apos;कोविड         	NNPC           	B-NP    			&पोस्;कोविड,unk                	(2
story102.txt	30   	टीकाकरण                       	NNPC           	I-NP    			टीकाकरण,n                     	2
story102.txt	31   	अमृत                                	NNPC           	I-NP    			अमृत,n                         	2
story102.txt	32   	महोत्सव                        	NNP            	B-NP    			महोत्सव,n                      	2
story102.txt	33   	&apos;              	NNP            	I-NP    			&पोस्;,unk                     	2)
story102.txt	34   	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story102.txt	35   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story102.txt	36   	की                                 	PSP            	I-VGNN  			का,psp                        	-     
story102.txt	37   	घोषणा                              	NN             	B-NP    			घोषणा,n                       	-     
story102.txt	38   	की                                 	VM             	B-VGF   			कर,v                          	-     
story102.txt	39   	है                                  	VAUX           	I-VGF   			है,v                           	-     
story102.txt	40   	।                           SYM            	I-VGF   				.,punc                        	-     
story102.txt	41   	यह                                 	DEM            	B-NP    			यह,pn                         	(2)
story102.txt	42   	15                  	NNPC           	I-NP    			15,num                        	-     
story102.txt	43   	जुलाई                               	NNP            	I-NP    			जुलाई,n                        	-     
story102.txt	44   	से                                  	PSP            	I-NP    			से,psp                         	-     
story102.txt	45   	30                  	NNPC           	B-NP    			30,num                        	-     
story102.txt	46   	सितंबर                              	NNP            	I-NP    			सितंबर,n                       	-     
story102.txt	47   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story102.txt	48   	2022                	NNP            	B-NP    			2022,num                      	-     
story102.txt	49   	तक                                 	PSP            	I-NP    			तक,psp                        	-     
story102.txt	50   	75                  	QC             	B-NP    			75,num                        	-     
story102.txt	51   	दिनों                               	NN             	I-NP    			दिन,n                         	-     
story102.txt	52   	के                                  	PSP            	I-NP    			का,psp                        	-     
story102.txt	53   	लिए                                	PSP            	I-NP    			लिए,psp                       	-     
story102.txt	54   	होगा                               	VM             	B-VGF   			हो,v                          	-     
story102.txt	55   	।                           SYM            	I-VGF   				.,punc                        	-     

story102.txt	0    	उन्होंने                              	PRP            	B-NP    			वह,pn                         	(7)
story102.txt	1    	राज्यों                              	NN             	B-NP    			राज्य,n                        	-     
story102.txt	2    	को                                 	PSP            	I-NP    			को,psp                        	-     
story102.txt	3    	यह                                 	PRP            	B-NP    			यह,pn                         	-     
story102.txt	4    	सुनिश्चित                       	JJ             	B-JJP   			सुनिश्चित,adj                   	-     
story102.txt	5    	करने                                	VM             	B-VGNN  			कर,v                          	-     
story102.txt	6    	की                                 	PSP            	I-VGNN  			का,psp                        	-     
story102.txt	7    	भी                                 	RP             	I-VGNN  			भी,avy                        	-     
story102.txt	8    	सलाह                               	NN             	B-NP    			सलाह,n                        	-     
story102.txt	9    	दी                                 	VM             	B-VGF   			दे,v                           	-     
story102.txt	10   	कि                                 	CC             	B-CCP   			कि,avy                        	-     
story102.txt	11   	स्टॉक                               	NN             	B-NP    			स्टॉक,n                        	-     
story102.txt	12   	किए                                	VM             	B-VGF   			कर,v                          	-     
story102.txt	13   	गए                                 	VAUX           	I-VGF   			जा,v                          	-     
story102.txt	14   	कोविड                              	NNPC           	B-NP    			कोविड,unk                     	(6
story102.txt	15   	टीके                                	NN             	I-NP    			टीका,n                        	6)
story102.txt	16   	की                                 	PSP            	I-NP    			का,psp                        	-     
story102.txt	17   	समय                                	PSP            	I-NP    			समय,n                         	-     
story102.txt	18   	सीमा                               	NN             	B-NP    			सीमा,n                        	-     
story102.txt	19   	समाप्त                              	JJ             	B-JJP   			समाप्त,adj                     	-     
story102.txt	20   	न                                  	NEG            	B-VGF   			न,avy                         	-     
story102.txt	21   	हो                                 	VM             	I-VGF   			हो,v                          	-     
story102.txt	22   	और                                 	CC             	B-CCP   			और,avy                        	-     
story102.txt	23   	उन्हें                                	PRP            	B-NP    			वह,pn                         	(6)
story102.txt	24   	नियत                               	NN             	B-NP    			नियत,n                        	-     
story102.txt	25   	समय                                	NN             	B-NP    			समय,n                         	-     
story102.txt	26   	के                                  	PSP            	I-NP    			का,psp                        	-     
story102.txt	27   	भीतर                               	NST            	I-NP    			भीतर,n                        	-     
story102.txt	28   	प्रशासित                       	JJ             	B-JJP   			प्रशासित,adj                   	-     
story102.txt	29   	किया                               	VM             	B-VGF   			कर,v                          	-     
story102.txt	30   	जाए                                	VAUX           	I-VGF   			जा,v                          	-     
story102.txt	31   	।                           SYM            	I-VGF   				.,punc                        	-     

#end document
#begin document (story103.txt); part 000
story103.txt	tok_No	Token			POS			Coreference
story103.txt	0    	एक                                 	QC             	B-NP    			एक,adj                        	-     
story103.txt	1    	जन                                 	NNC            	I-NP    			जन,n                          	-     
story103.txt	2    	आंदोलन                              	NN             	I-NP    			आंदोलन,n                       	-     
story103.txt	3    	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	4    	रूप                                 	PSP            	I-NP    			रूप,n                          	-     
story103.txt	5    	में                                  	PSP            	I-NP    			में,psp                         	-     
story103.txt	6    	मच्छर                               	NNPC           	B-NP    			मच्छर,n                        	(2
story103.txt	7    	नियंत्रण                        	NN             	I-NP    			नियंत्रण,n                      	2)
story103.txt	8    	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story103.txt	9    	करने                                	VM             	B-VGNN  			कर,v                          	-     
story103.txt	10   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story103.txt	11   	लिए                                	PSP            	I-VGNN  			लिए,psp                       	-     
story103.txt	12   	लोगों                               	NN             	B-NP    			लोग,n                         	-     
story103.txt	13   	की                                 	PSP            	I-NP    			का,psp                        	-     
story103.txt	14   	भागीदारी                      	NN             	B-NP    			भागीदारी,n                    	-     
story103.txt	15   	महत्वपूर्ण                       	JJ             	B-JJP   			महत्वपूर्ण,adj                   	-     
story103.txt	16   	:                   	SYM            	I-JJP   			:,punc                        	-     
story103.txt	17   	डॉ                                 	NNC            	I-JJP   			डॉ,n                          	(1
story103.txt	18   	मनसुख                               	NNPC           	B-NP    			मनसुख,unk                      	1
story103.txt	19   	मंडाविया                       	NNP            	I-NP    			मंडाविया,unk                   	1)
story103.txt	20   	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story103.txt	21   	तमिलनाडु                       	NNP            	B-NP    			तमिलनाडु,n                     	-     
story103.txt	22   	सहित                               	PSP            	I-NP    			सहित,psp                      	-     
story103.txt	23   	13                  	QC             	B-NP    			13,num                        	(3
story103.txt	24   	राज्यों                              	NN             	I-NP    			राज्य,n                        	3)
story103.txt	25   	को                                 	PSP            	I-NP    			को,psp                        	-     
story103.txt	26   	मानसून                              	NN             	B-NP    			मानसून,n                       	-     
story103.txt	27   	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	28   	मौसम                               	NN             	B-NP    			मौसम,n                        	-     
story103.txt	29   	आने                                 	VM             	B-VGNN  			आ,v                           	-     
story103.txt	30   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story103.txt	31   	कारण                               	PSP            	I-VGNN  			कारण,psp                      	-     
story103.txt	32   	यह                                 	DEM            	B-NP    			यह,pn                         	(2)
story103.txt	33   	सलाह                               	NN             	I-NP    			सलाह,n                        	-     
story103.txt	34   	दी                                 	VM             	B-VGF   			दे,v                           	-     

story103.txt	0    	केंद्रीय                              	NNPC           	B-NP    			केंद्रीय,adj                     	(1
story103.txt	1    	स्वास्थ्य                        	NNPC           	I-NP    			स्वास्थ्य,n                      	1
story103.txt	2    	मंत्री                               	NNP            	B-NP    			मंत्री,n                        	1)
story103.txt	3    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story103.txt	4    	ये                                  	DEM            	B-NP    			यह,pn                         	-     
story103.txt	5    	बातें                                	NN             	I-NP    			बात,n                         	-     
story103.txt	6    	आज                                 	NN             	B-NP    			आज,n                          	-     
story103.txt	7    	वीडियो                        	NNC            	B-NP    			वीडियो,n                      	-     
story103.txt	8    	कॉन्फ्रेंसिंग                      	NN             	I-NP    			कॉन्फ्रेंसिंग,n                    	-     
story103.txt	9    	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	10   	माध्यम                              	NN             	B-NP    			माध्यम,n                       	-     
story103.txt	11   	से                                  	PSP            	I-NP    			से,psp                         	-     
story103.txt	12   	मानसून                              	NN             	B-NP    			मानसून,n                       	-     
story103.txt	13   	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	14   	मौसम                               	NN             	B-NP    			मौसम,n                        	-     
story103.txt	15   	से                                  	PSP            	I-NP    			से,psp                         	-     
story103.txt	16   	पहले                                	NST            	I-NP    			पहले,adv                       	-     
story103.txt	17   	13                  	QC             	B-NP    			13,num                        	(3
story103.txt	18   	अधिक                               	QF             	I-NP    			अधिक,adj                      	3
story103.txt	19   	प्रभावित                       	JJ             	I-NP    			प्रभावित,adj                   	3
story103.txt	20   	राज्यों                              	NN             	I-NP    			राज्य,n                        	3)
story103.txt	21   	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	22   	साथ                                	NST            	I-NP    			साथ,adv                       	-     
story103.txt	23   	रोगाणु                              	NNPC           	B-NP    			रोगाणु,n                       	-     
story103.txt	24   	जनित                               	JJ             	I-NP    			जनित,adj                      	-     
story103.txt	25   	रोगों                               	NN             	I-NP    			रोग,n                         	-     
story103.txt	26   	की                                 	PSP            	I-NP    			का,psp                        	-     
story103.txt	27   	रोकथाम                        	NN             	B-NP    			रोकथाम,n                      	-     
story103.txt	28   	और                                 	CC             	B-CCP   			और,avy                        	-     
story103.txt	29   	नियंत्रण                        	NN             	B-NP    			नियंत्रण,n                      	-     
story103.txt	30   	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	31   	लिए                                	PSP            	I-NP    			लिए,psp                       	-     
story103.txt	32   	तैयारियों                       	NN             	B-NP    			तैयारी,n                       	-     
story103.txt	33   	की                                 	PSP            	I-NP    			का,psp                        	-     
story103.txt	34   	समीक्षा                        	NNC            	B-NP    			समीक्षा,n                      	-     
story103.txt	35   	बैठक                                	NN             	I-NP    			बैठक,n                         	-     
story103.txt	36   	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	37   	दौरान                              	NST            	I-NP    			दौरान,n                       	-     
story103.txt	38   	कहीं                                	PRP            	B-NP    			कह,v                          	-     
story103.txt	39   	।                           SYM            	I-NP    				.,punc                        	-     
story103.txt	40   	इन                                 	DEM            	B-NP    			यह,pn                         	(3
story103.txt	41   	राज्यों                              	NN             	I-NP    			राज्य,n                        	3)
story103.txt	42   	में                                  	PSP            	I-NP    			में,psp                         	-     
story103.txt	43   	उत्तर                               	NNPC           	B-NP    			उत्तर,n                        	-     
story103.txt	44   	प्रदेश                               	NNP            	I-NP    			प्रदेश,n                        	-     
story103.txt	45   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	46   	बिहार                              	NNP            	B-NP    			बिहार,n                       	-     
story103.txt	47   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	48   	पश्चिम                              	NNPC           	B-NP    			पश्चिम,n                       	-     
story103.txt	49   	बंगाल                               	NNP            	I-NP    			बंगाल,n                        	-     
story103.txt	50   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	51   	झारखंड                              	NNP            	B-NP    			झारखंड,n                       	-     
story103.txt	52   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	53   	महाराष्ट्र                      	NNP            	B-NP    			महाराष्ट्र,n                    	-     
story103.txt	54   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	55   	पंजाब                               	NNP            	B-NP    			पंजाब,n                        	-     
story103.txt	56   	राजस्थान                       	NNPC           	I-NP    			राजस्थान,n                     	-     
story103.txt	57   	त्रिपुरा                        	NNP            	B-NP    			त्रिपुरा,n                      	-     
story103.txt	58   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	59   	दिल्ली                              	NNP            	B-NP    			दिल्ली,n                       	-     
story103.txt	60   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	61   	गुजरात                              	NNP            	B-NP    			गुजरात,n                       	-     
story103.txt	62   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	63   	मध्य                                	NNPC           	B-NP    			मध्य,n                         	-     
story103.txt	64   	प्रदेश                               	NNP            	I-NP    			प्रदेश,n                        	-     
story103.txt	65   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	66   	ओडिशा                              	NNP            	B-NP    			ओडिशा,unk                     	-     
story103.txt	67   	और                                 	CC             	B-CCP   			और,avy                        	-     
story103.txt	68   	तमिलनाडु                       	NNP            	B-NP    			तमिलनाडु,n                     	-     
story103.txt	69   	है                                  	VM             	B-VGF   			है,v                           	-     
story103.txt	70   	।                           SYM            	I-VGF   				.,punc                        	-     

story103.txt	0    	&quot;              	NNP            	B-NP    			&उओट्;,unk                     	-     
story103.txt	1    	उन्होंने                              	PRP            	B-NP    			वह,pn                         	(1)
story103.txt	2    	कहा                                	VM             	B-VGF   			कहा,v                         	-     
story103.txt	3    	,                   	SYM            	I-VGF   			&चोम्म,punc                    	-     
story103.txt	4    	“रोगाणु                        	NNPC           	B-NP    			&चोम्म,punc                    	-     
story103.txt	5    	(वेक्टर                              	NNPC           	I-NP    			(एक्टर,unk                     	-     
story103.txt	6    	)                   	SYM            	I-NP    			),punc                        	-     
story103.txt	7    	नियंत्रण                        	NN             	B-NP    			नियंत्रण,n                      	-     
story103.txt	8    	और                                 	CC             	B-CCP   			और,avy                        	-     
story103.txt	9    	उन्मूलन                              	NN             	B-NP    			उन्मूलन,n                       	-     
story103.txt	10   	को                                 	PSP            	I-NP    			को,psp                        	-     
story103.txt	11   	लेकर                                	VM             	B-VGNF  			ले,v                           	-     
story103.txt	12   	जन                                 	NNC            	B-NP    			जन,n                          	-     
story103.txt	13   	अभियान                        	NN             	I-NP    			अभियान,n                      	-     
story103.txt	14   	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story103.txt	15   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story103.txt	16   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story103.txt	17   	लिए                                	PSP            	I-VGNN  			लिए,psp                       	-     
story103.txt	18   	&quot;&quot;लोगों    	NN             	B-NP    			&उओट्;&ऋउओट्;लोगों,unk           	-     
story103.txt	19   	की                                 	PSP            	I-NP    			का,psp                        	-     
story103.txt	20   	भागीदारी&quot;      	NN             	B-NP    			भागीदारी&ऋउओट्;,unk            	-     
story103.txt	21   	&quot;              	NN             	B-NP    			&उओट्;,unk                     	-     
story103.txt	22   	महत्वपूर्ण                       	JJ             	B-JJP   			महत्वपूर्ण,adj                   	-     
story103.txt	23   	है                                  	VM             	B-VGF   			है,v                           	-     
story103.txt	24   	।                           SYM            	I-VGF   				.,punc                        	-     
story103.txt	25   	&quot;              	NNP            	I-VGF   			&उओट्;,unk                     	-     

story103.txt	0    	डॉ                                 	NNC            	B-NP    			डॉ,n                          	(1
story103.txt	1    	.            SYM            	I-NP    				.,punc                        	1
story103.txt	2    	मनसुख                               	NNPC           	I-NP    			मनसुख,unk                      	1
story103.txt	3    	मांडविया                       	NNP            	B-NP    			मांडविया,unk                   	1)
story103.txt	4    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story103.txt	5    	राज्यों                              	NN             	B-NP    			राज्य,n                        	-     
story103.txt	6    	से                                  	PSP            	I-NP    			से,psp                         	-     
story103.txt	7    	लोग                                	NN             	B-NP    			लोग,n                         	-     
story103.txt	8    	भागीदारी                      	NN             	B-NP    			भागीदारी,n                    	-     
story103.txt	9    	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	10   	साथ                                	NST            	I-NP    			साथ,adv                       	-     
story103.txt	11   	लोगों                               	NN             	B-NP    			लोग,n                         	-     
story103.txt	12   	व                                  	CC             	B-CCP   			व,avy                         	-     
story103.txt	13   	समुदायों                        	NN             	B-NP    			समुदाय,n                       	-     
story103.txt	14   	को                                 	PSP            	I-NP    			को,psp                        	-     
story103.txt	15   	प्रेरित                              	JJ             	B-JJP   			प्रेरित,adj                     	-     
story103.txt	16   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story103.txt	17   	और                                 	CC             	B-CCP   			और,avy                        	-     
story103.txt	18   	जोड़कर                              	VM             	B-VGNF  			जोड़,v                         	-     
story103.txt	19   	जन                                 	NNC            	I-VGNF  			जन,n                          	-     
story103.txt	20   	अभियान                        	NN             	B-NP    			अभियान,n                      	-     
story103.txt	21   	को                                 	PSP            	I-NP    			को,psp                        	-     
story103.txt	22   	शुरू                                 	NN             	B-NP    			शुरू,n                          	-     
story103.txt	23   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story103.txt	24   	का                                 	PSP            	I-VGNN  			का,psp                        	-     
story103.txt	25   	आह्वान                              	NN             	B-NP    			आह्वान,n                       	-     
story103.txt	26   	किया                               	VM             	B-VGF   			कर,v                          	-     
story103.txt	27   	,                   	SYM            	I-VGF   			&चोम्म,punc                    	-     
story103.txt	28   	जिससे                               	PRP            	B-NP    			जो,pn                         	-     
story103.txt	29   	यह                                 	PRP            	B-NP    			यह,pn                         	-     
story103.txt	30   	सुनिश्चित                       	JJ             	B-JJP   			सुनिश्चित,adj                   	-     
story103.txt	31   	किया                               	VM             	B-VGF   			कर,v                          	-     
story103.txt	32   	जा                                 	VAUX           	I-VGF   			जा,n                          	-     
story103.txt	33   	सके                                 	VAUX           	I-VGF   			सक,v                          	-     
story103.txt	34   	कि                                 	CC             	B-CCP   			कि,avy                        	-     
story103.txt	35   	उनके                                	PRP            	B-NP    			वह,pn                         	-     
story103.txt	36   	घर                                 	NN             	I-NP    			घर,n                          	-     
story103.txt	37   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story103.txt	38   	परिसर                              	NN             	B-NP    			परिसर,n                       	-     
story103.txt	39   	और                                 	CC             	B-CCP   			और,avy                        	-     
story103.txt	40   	पड़ोस                               	NNC            	B-NP    			पड़ोस,n                        	-     
story103.txt	41   	मच्छरों                              	NN             	I-NP    			मच्छर,n                        	-     
story103.txt	42   	से                                  	PSP            	I-NP    			से,psp                         	-     
story103.txt	43   	मुक्त                                	JJ             	B-JJP   			मुक्त,adj                       	-     
story103.txt	44   	हों                                 	VM             	B-VGF   			है,v                           	-     

story103.txt	0    	इस                                 	DEM            	B-NP    			यह,pn                         	-     
story103.txt	1    	वर्चुअल                              	NN             	I-NP    			वर्चुअल,adj                     	-     
story103.txt	2    	समीक्षा                        	NNC            	B-NP    			समीक्षा,n                      	-     
story103.txt	3    	बैठक                                	NN             	I-NP    			बैठक,n                         	-     
story103.txt	4    	में                                  	PSP            	I-NP    			में,psp                         	-     
story103.txt	5    	दिल्ली                              	NNP            	B-NP    			दिल्ली,n                       	-     
story103.txt	6    	के                                  	PSP            	I-NP    			का,psp                        	-     
story103.txt	7    	उपमुख्यमंत्री                     	NNP            	B-NP    			उपमुख्यमंत्री,n                   	(7)
story103.txt	8    	श्री                                	NNPC           	I-NP    			श्री,n                         	(7
story103.txt	9    	मनीष                               	NNPC           	B-NP    			मनीष,n                        	7
story103.txt	10   	सिसोदिया                      	NNP            	I-NP    			सिसोदिया,unk                  	7)
