#begin document (story100.txt); part 000
story100.txt	tok_No	Token				POS		Anaphora     Coreference
story101.txt	51   	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story101.txt	52   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	இதுவரை                                      	RB             	B-RBP			இதுவரை,ADV                         	-    
story101.txt	1    	நோயால்                                            	N_NN           	B-NP 			நோய்,N                              	-    
story101.txt	2    	பாதிக்கப்படாத                             	RP_NEG         	B-NEGP			பாதிக்கப்படு,V                       	-    
story101.txt	3    	மாவட்டங்களிலும்                            	N_NN           	B-NP 			மாவட்டம்,N                           	-    
story101.txt	4    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	5    	கடந்த                                             	JJ             	B-NP 			கடந்த,ADJ                           	-    
story101.txt	6    	14                           	QT_QTC         	I-NP 			14,num                             	-    
story101.txt	7    	நாட்களாக                                     	RB             	B-RBP			நாள்,N                              	-    
story101.txt	8    	இந்த                                              	DM_DMR         	B-NP 			இந்த,ADJ                            	(2
story101.txt	9    	நோய்                                              	N_NN           	I-NP 			நோய்,N                              	2)
story101.txt	10   	இருப்பதாக                                    	RB             	B-RBP			இரு,V                              	-    
story101.txt	11   	அறிக்கை                                      	N_NN           	B-NP 			அறிக்கை,N                           	-    
story101.txt	12   	எதுவும்                                      	PR_PRQ         	B-NP 			எது,PN                             	-    
story101.txt	13   	வராத                                             	RP_NEG         	B-NEGP			வா,V                               	-    
story101.txt	14   	மாவட்டங்களிலும்                            	N_NN           	B-NP 			மாவட்டம்,N                           	-    
story101.txt	15   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	16   	மேலும்                                            	CC_CCD         	B-CCP			மேலும்,ADV                          	-    
story101.txt	17   	தீவிரமாக                                     	RB             	B-RBP			தீவிரம்,N                            	-    
story101.txt	18   	Severe                       	N_NNP          	B-NP 			ஸேவேரே,unk                         	-    
story101.txt	19   	Acute                        	N_NNP          	I-NP 			ஆசுடே,unk                          	-    
story101.txt	20   	Respiratory              	N_NNP          	B-NP 			ஷேஸ்பிரடோர்ய்,unk                     	-    
story101.txt	21   	Infections                   	N_NNP          	I-NP 			ஈந்ஙேச்டிஓந்ஸ்,unk                     	-    
story101.txt	22   	(SARI                        	N_NN           	I-NP 			(ஸாஷீ,unk                           	-    
story101.txt	23   	)                            	RD_SYM         	I-NP 			),punc                             	-    
story101.txt	24   	/                            	RD_PUNC        	I-NP 			/,punc                             	-    
story101.txt	25   	Influenza                    	N_NNP          	I-NP 			ஈந்ங்லுஏந்zஅ,unk                      	-    
story101.txt	26   	Like                         	N_NNP          	B-NP 			Lஇகே,unk                           	-    
story101.txt	27   	Illness                      	N_NNP          	I-NP 			ஈல்ல்நேஸ்ஸ்,unk                        	-    
story101.txt	28   	(ILI                         	N_NN           	I-NP 			(ஈLஈ,unk                           	-    
story101.txt	29   	)                            	RD_SYM         	I-NP 			),punc                             	-    
story101.txt	30   	குறித்து                                     	PSP            	B-BLK			குறித்து,ADV                        	-    
story101.txt	31   	தீவிர                                             	JJ             	B-NP 			தீவிரம்,N                            	-    
story101.txt	32   	கண்காணிப்பு                                   	N_NN           	I-NP 			கண்காணிப்பு,N                        	-    
story101.txt	33   	நடத்தப்பட                                     	V_VM_VNF_INF   	B-VGNF			நடத்து,V                            	-    
story101.txt	34   	வேண்டும்                                      	V_VM_VF        	I-VGNF			வேண்டும்,V                           	-    
story101.txt	35   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	36   	,                            	RD_PUNC        	I-CCP			&comma;,punc                       	-    
story101.txt	37   	மருத்துவக்                                    	N_NN           	B-NP 			மருத்துவம்,N                         	-    
story101.txt	38   	கல்லூரிகள்                                    	N_NN           	I-NP 			கல்லூரி,N                           	-    
story101.txt	39   	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story101.txt	40   	மருத்துவமனைகளின்                          	N_NN           	B-NP 			மருத்துவமனை,N                       	-    
story101.txt	41   	ஒருங்கிணைப்புடன்                           	N_NN           	I-NP 			ஒருங்கிணைப்பு,N                      	-    
story101.txt	42   	IDSP                         	N_NN           	B-NP 			ஈDஸ்P,unk                           	-    
story101.txt	43   	நெட்வொர்க்                                     	N_NN           	I-NP 			நெட்வொர்க்,N                          	-    
story101.txt	44   	மூலமாக                                      	RB             	B-RBP			மூலம்,N                             	-    
story101.txt	45   	விவரங்கள்                                     	N_NN           	B-NP 			விவரம்,N                            	-    
story101.txt	46   	கண்காணிப்பு                                   	N_NN           	I-NP 			கண்காணிப்பு,N                        	-    
story101.txt	47   	மேற்கொள்ளப்படவேண்டும்                        	V_VM_VF        	B-VGF			மேற்கொள்ளப்படவேண்டும்,unk               	-    
story101.txt	48   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	49   	அமைச்சர்                                      	N_NN           	B-NP 			அமைச்சர்,N                           	(1)
story101.txt	50   	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story101.txt	51   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	இதுபோன்ற                                     	PR_PRP         	B-NP 			இதுபோன்ற,ADJ                        	-    
story101.txt	1    	நடவடிக்கைகள்                                  	N_NN           	I-NP 			நடவடிக்கை,N                         	-    
story101.txt	2    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	3    	தொற்று                                            	RB             	B-RBP			தொற்று,N                            	-    
story101.txt	4    	எங்கேனும்                                     	RB             	I-RBP			எங்கேனும்,ADV,,,                     	-    
story101.txt	5    	உள்ளதா                                            	DM_DMQ         	B-BLK			உள்,V                               	-    
story101.txt	6    	என்பதை                                            	CC_CCS         	B-CCP			என்,V                               	-    
story101.txt	7    	ஆரம்ப                                             	N_NN           	B-NP 			ஆரம்ப,ADJ                           	-    
story101.txt	8    	கட்டத்திலேயே                                  	N_NN           	I-NP 			கட்டம்,N                             	-    
story101.txt	9    	கண்டறிந்து                                    	V_VM_VNF_VBN   	B-VGNF			கண்டறி,V                            	-    
story101.txt	10   	,                            	RD_PUNC        	I-VGNF			&comma;,punc                       	-    
story101.txt	11   	உரியநேரத்தில்                             	N_NN           	B-NP 			உரியநேரத்தில்,unk                    	-    
story101.txt	12   	அதைக்                                             	PR_PRP         	B-NP 			அது,PN                             	-    
story101.txt	13   	கட்டுப்படுத்த                                  	V_VM_VNF_INF   	B-VGNF			கட்டுப்படுத்து,V                      	-    
story101.txt	14   	உதவும்                                            	V_VM_VF        	I-VGNF			உதவு,V                             	-    
story101.txt	15   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	16   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story101.txt	17   	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story101.txt	18   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	சுகாதாரப்                                    	N_NN           	B-NP 			சுகாதார,ADJ                        	-    
story101.txt	1    	பணியாளர்களுக்கு                           	N_NN           	I-NP 			பணியாளர்,N                          	-    
story101.txt	2    	தொற்று                                            	N_NN           	B-NP 			தொற்று,N                            	-    
story101.txt	3    	ஏற்படும்                                      	V_VM_VNF_RP    	B-VGNF			ஏற்படு,V                            	-    
story101.txt	4    	வாய்ப்பு                                      	N_NN           	B-NP 			வாய்ப்பு,N                           	-    
story101.txt	5    	இருப்பதை                                     	V_VM_VNF_RP_PRP	B-VGNF			இரு,V                              	-    
story101.txt	6    	தவிர்ப்பதற்காக/குறைப்பதற்காக       	RB             	I-VGNF			தவிர்ப்பதற்காக/குறைப்பதற்காக,ADV,,,     	-    
story101.txt	7    	அனைத்து                                      	N_NN           	B-NP 			அனைத்து,ADJ                         	-    
story101.txt	8    	சுகாதார                                     	N_NN           	I-NP 			சுகாதார,ADJ                        	-    
story101.txt	9    	அமைப்புகளிலும்                            	N_NN           	I-NP 			அமைப்பு,N                           	-    
story101.txt	10   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	11   	தொற்று                                            	RB             	B-RBP			தொற்று,N                            	-    
story101.txt	12   	வராமல்                                            	RP_NEG         	B-NEGP			வா,V                               	-    
story101.txt	13   	தடுப்பது                                     	V_VM_VNF_VBN   	B-VGNF			தடு,V                              	-    
story101.txt	14   	மற்றும்                                            	CC_CCD         	B-CCP			மற்றும்,CONJ                         	-    
story101.txt	15   	கட்டுப்படுத்துவதற்கான             	JJ             	B-NP 			கட்டுப்படுத்து,V                      	-    
story101.txt	16   	அனைத்து                                      	N_NN           	I-NP 			அனைத்து,ADJ                         	-    
story101.txt	17   	நடைமுறைகளும்                             	N_NN           	I-NP 			நடைமுறை,N                          	-    
story101.txt	18   	பின்பற்றப்படுவதை                           	V_VM_VNF_RP_PRP	B-VGNF			பின்பற்று,V                          	-    
story101.txt	19   	மாநிலங்கள்                                    	N_NN           	B-NP 			மாநிலம்,N                           	-    
story101.txt	20   	உறுதி                                            	N_NN           	B-NP 			உறுதி,N                            	-    
story101.txt	21   	செய்யவேண்டும்                                  	V_VM_VF        	B-VGF			செய்,V                              	-    
story101.txt	22   	என்று                                             	CC_CCS         	B-CCP			என்று,UT                            	-    
story101.txt	23   	டாக்டர்.ஹர்ஷவர்தன்                           	N_NN           	B-NP 			டாக்டர்.ஹர்ஷவர்தன்,N,M,,                	(1)
story101.txt	24   	வலியுறுத்தினார்                           	V_VM_VF        	B-VGF			வலியுறுத்து,V                       	-    
story101.txt	25   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	மத்திய                                            	JJ             	B-NP 			மத்திய,ADJ,,,                       	-    
story101.txt	1    	அரசின்                                            	N_NN           	I-NP 			அரசு,N                             	-    
story101.txt	2    	அனைத்து                                      	N_NN           	B-NP 			அனைத்து,ADJ                         	-    
story101.txt	3    	விதிமுறைகளும்                            	N_NN           	I-NP 			விதிமுறை,N                         	-    
story101.txt	4    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	5    	அறிவுரைகளும்                             	N_NN           	B-NP 			அறிவுரை,N                          	-    
story101.txt	6    	கள                                               	N_NN           	I-NP 			களம்,N                              	-    
story101.txt	7    	அளவில்                                            	N_NN           	I-NP 			அளவு,N                             	-    
story101.txt	8    	முழுமூச்சுடன்                             	N_NN           	B-NP 			முழுமூச்சு,N                        	-    
story101.txt	9    	நடைமுறைப்படுத்தப்படுவதை          	V_VM_VNF_RP_PRP	B-VGNF			நடைமுறைப்படுத்து,V                   	-    
story101.txt	10   	மாநிலங்கள்                                    	N_NN           	B-NP 			மாநிலம்,N                           	-    
story101.txt	11   	உறுதி                                            	N_NN           	I-NP 			உறுதி,N                            	-    
story101.txt	12   	செய்யவேண்டும்                                  	V_VM_VF        	B-VGF			செய்,V                              	-    
story101.txt	13   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	14   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story101.txt	15   	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story101.txt	16   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	நடமாடும்                                     	V_VM_VNF_RP    	B-VGNF			நடமாடு,V                           	-    
story101.txt	1    	பரிசோதனை                                    	N_NN           	B-NP 			பரிசோதனை,N                         	-    
story101.txt	2    	ஆய்வுக்கூடங்களை                            	N_NN           	B-NP 			ஆய்வுக்கூடம்,N                        	-    
story101.txt	3    	அனுப்புதல்                                    	V_VM_VNG       	B-NP 			அனுப்பு,V                           	-    
story101.txt	4    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	5    	தொற்று                                            	RB             	B-RBP			தொற்று,N                            	-    
story101.txt	6    	இல்லாத                                            	RP_NEG         	B-NEGP			இல்,V                               	-    
story101.txt	7    	நோய்களுக்கான                                  	JJ             	B-NP 			நோய்,N                              	-    
story101.txt	8    	மருந்துகளை                                   	N_NN           	I-NP 			மருந்து,N                           	-    
story101.txt	9    	இரண்டு                                            	QT_QTC         	B-NP 			இரண்டு,N                            	-    
story101.txt	10   	மாதங்களுக்குப்                             	N_NN           	I-NP 			மாதம்,N                             	-    
story101.txt	11   	போதுமான                                     	JJ             	B-NP 			போதுமான,ADJ                        	-    
story101.txt	12   	அளவிற்கு                                     	N_NN           	I-NP 			அளவு,N                             	-    
story101.txt	13   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	14   	கட்டுப்படுத்தப்பட்ட                          	JJ             	B-NP 			கட்டுப்படுத்து,V                      	-    
story101.txt	15   	மண்டலங்களில்                                   	N_NN           	I-NP 			மண்டலம்,N                            	-    
story101.txt	16   	முன்னதாகவே                                   	RB             	B-RBP			முன்னது,N                           	-    
story101.txt	17   	விநியோகித்தல்                             	N_NN           	B-NP 			விநியோகி,V                         	-    
story101.txt	18   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	19   	குடிசைப்                                     	N_NN           	B-NP 			குடிசை,N                           	-    
story101.txt	20   	பகுதிகளில்                                   	N_NN           	I-NP 			பகுதி,N                            	-    
story101.txt	21   	பிளீச்சிங்                                     	N_NNP          	B-NP 			பிளீச்சிங்,N                          	-    
story101.txt	22   	பவுடர்                                            	N_NN           	I-NP 			பவுடர்,N                            	-    
story101.txt	23   	போன்றவற்றை                                    	N_NN           	I-NP 			போன்றவை,N                           	-    
story101.txt	24   	வீட்டிற்கே                                     	N_NN           	B-NP 			வீடு,N                              	-    
story101.txt	25   	சென்று                                            	V_VM_VNF_VBN   	B-VGNF			செல்,V                              	-    
story101.txt	26   	விநியோகித்தல்                             	V_VM_VNG       	I-VGNF			விநியோகி,V                         	-    
story101.txt	27   	,                            	RD_PUNC        	I-VGNF			&comma;,punc                       	-    
story101.txt	28   	புறநோயாளிகள்                             	N_NN           	B-NP 			புறநோயாளி,N                        	-    
story101.txt	29   	சிகிச்சைப்                                    	N_NN           	I-NP 			சிகிச்சை,N                          	-    
story101.txt	30   	பிரிவுக்கு                                   	N_NN           	I-NP 			பிரிவு,N                           	-    
story101.txt	31   	ஒரு                                              	QT_QTC         	B-NP 			ஒரு,ADJ                            	-    
story101.txt	32   	மாற்றாக                                      	RB             	B-VGNF			மாற்று,N                            	-    
story101.txt	33   	தொலைபேசி                                    	V_VM_VNF_VBN   	I-VGNF			தொலைபேசி,N                         	-    
story101.txt	34   	மூலம்                                             	PSP            	B-BLK			மூலம்,N                             	-    
story101.txt	35   	மருத்துவ                                     	N_NN           	B-NP 			மருத்துவம்,N                         	-    
story101.txt	36   	ஆலோசனை                                      	N_NN           	I-NP 			ஆலோசனை,N                           	-    
story101.txt	37   	பெறுவதைப்                                    	V_VM_VNF_RP_PRP	B-VGNF			பெறு,V                             	-    
story101.txt	38   	பயன்படுத்துதல்                             	N_NN           	B-NP 			பயன்படுத்து,V                        	-    
story101.txt	39   	போன்ற                                             	PSP            	B-BLK			போன்ற,ADJ                           	-    
story101.txt	40   	நடைமுறைகள்                                   	N_NN           	B-NP 			நடைமுறை,N                          	-    
story101.txt	41   	மாவட்ட                                            	N_NN           	B-NP 			மாவட்ட,ADJ                          	-    
story101.txt	42   	அளவில்                                            	N_NN           	I-NP 			அளவு,N                             	-    
story101.txt	43   	செயல்படுத்தப்படுகின்றன            	V_VM_VF        	B-VGF			செயல்படுத்து,V                       	-    
story101.txt	44   	என்று                                             	CC_CCS         	B-CCP			என்று,UT                            	-    
story101.txt	45   	மாநிலங்கள்                                    	N_NN           	B-NP 			மாநிலம்,N                           	-    
story101.txt	46   	தெரிவித்தன                                   	V_VM_VF        	B-VGF			தெரிவி,V                           	-    
story101.txt	47   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	தேவையான                                     	JJ             	B-NP 			தேவை,N                             	-    
story101.txt	1    	அளவிற்கு                                     	N_NN           	I-NP 			அளவு,N                             	-    
story101.txt	2    	அத்தியாவசிய                                  	N_NN           	B-NP 			அத்தியாவசியம்,N                      	-    
story101.txt	3    	மருந்துப்பொருள்களை                         	N_NN           	B-NP 			மருந்துப்பொருள்,N                     	-    
story101.txt	4    	இருப்பில்                                     	N_NN           	B-NP 			இருப்பு,N                           	-    
story101.txt	5    	வைத்துக்                                      	V_VM_VNF_VBN   	B-VGNF			வை,V                               	-    
story101.txt	6    	கொள்ளுமாறு                                   	N_NNP          	B-NP 			கொள்,V                              	-    
story101.txt	7    	மாநிலங்கள்                                    	N_NN           	I-NP 			மாநிலம்,N                           	-    
story101.txt	8    	அறிவுறுத்தப்பட்டுள்ளன             	V_VM_VF        	B-VGF			அறிவுறுத்து,V                       	-    
story101.txt	9    	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	கோவிட்-19                                    	N_NN           	B-NP 			கோவிட்-19,N,,,                      	(2)
story101.txt	1    	அல்லாத                                            	RP_NEG         	B-NEGP			அல்,V                               	-    
story101.txt	2    	பிற                                              	JJ             	B-NP 			பிற,ADJ                            	-    
story101.txt	3    	அத்தியாவசியத்                             	N_NN           	I-NP 			அத்தியாவசியம்,N                      	-    
story101.txt	4    	தேவைகள்                                      	N_NN           	I-NP 			தேவை,N                             	-    
story101.txt	5    	தொடர்பான                                     	JJ             	B-NP 			தொடர்பு,N                           	-    
story101.txt	6    	குறைகளுக்குத்                             	N_NN           	I-NP 			குறை,N                             	-    
story101.txt	7    	தீர்வு                                             	N_NN           	B-NP 			தீர்வு,N                             	-    
story101.txt	8    	காண்பதற்காக                                   	RB             	B-RBP			காண்,V                              	-    
story101.txt	9    	,                            	RD_PUNC        	I-RBP			&comma;,punc                       	-    
story101.txt	10   	1025                         	QT_QTC         	B-NP 			1025,num                           	-    
story101.txt	11   	தவிர                                             	PSP            	B-BLK			தவிர,PSP                           	-    
story101.txt	12   	,                            	RD_PUNC        	I-BLK			&comma;,punc                       	-    
story101.txt	13   	104                          	QT_QTC         	B-NP 			104,num                            	-    
story101.txt	14   	என்ற                                              	CC_CCS         	B-CCP			என்ற,ADV                            	-    
story101.txt	15   	உதவித்                                            	N_NN           	B-NP 			உதவி,N                             	-    
story101.txt	16   	தொடர்பு                                      	N_NN           	I-NP 			தொடர்பு,N                           	-    
story101.txt	17   	எண்ணும்                                            	N_NN           	B-NP 			எண்,N                               	-    
story101.txt	18   	பயன்படுத்தப்படலாம்                          	V_VM_VF        	B-VGF			பயன்படுத்து,V                        	-    
story101.txt	19   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	20   	மாநிலங்களுக்குத்                           	N_NN           	B-NP 			மாநிலம்,N                           	-    
story101.txt	21   	தெரிவிக்கப்பட்டது                          	V_VM_VF        	B-VGF			தெரிவி,V                           	-    
story101.txt	22   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	நோய்                                              	N_NN           	B-NP 			நோய்,N                              	-    
story101.txt	1    	பரப்பும்                                      	N_NN           	I-NP 			பரப்பு,N                            	-    
story101.txt	2    	உயிரினங்கள்                                   	N_NN           	B-NP 			உயிரினம்,N                          	-    
story101.txt	3    	மூலமாகப்                                     	RB             	B-VGNF			மூலம்,N                             	-    
story101.txt	4    	பரவும்                                            	V_VM_VNF_RP    	I-VGNF			பரவு,V                             	-    
story101.txt	5    	நோய்களைத்                                     	N_NN           	B-NP 			நோய்,N                              	-    
story101.txt	6    	தடுப்பதற்கான                                  	JJ             	B-NP 			தடு,V                              	-    
story101.txt	7    	போதுமான                                     	JJ             	I-NP 			போதுமான,ADJ                        	-    
story101.txt	8    	நடவடிக்கைகளும்                            	N_NN           	I-NP 			நடவடிக்கை,N                         	-    
story101.txt	9    	மேற்கொள்ளப்பட                                  	V_VM_VNF_INF   	B-VGNF			மேற்கொள்ளப்பட,unk                     	-    
story101.txt	10   	வேண்டியது                                    	V_VM_VNF_RP_PRP	I-VGNF			வேண்டு,V                            	-    
story101.txt	11   	அவசியம்                                      	N_NN           	B-NP 			அவசியம்,N                           	-    
story101.txt	12   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	13   	மாநிலங்கள்                                    	N_NN           	B-NP 			மாநிலம்,N                           	-    
story101.txt	14   	அறிவுறுத்தப்பட்டன                          	V_VM_VF        	B-VGF			அறிவுறுத்து,V                       	-    
story101.txt	15   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	தமிழ்நாடு                                    	N_NNP          	B-NP 			தமிழ்நாடு,N                         	(4)
story101.txt	1    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	2    	தெலுங்கானா                                   	N_NNP          	B-NP 			தெலுங்கானா,N                        	(3)
story101.txt	3    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	4    	கர்நாடகா                                     	N_NNP          	B-NP 			கர்நாடகா,N                          	(5)
story101.txt	5    	மாநிலங்களில்                                  	N_NN           	I-NP 			மாநிலம்,N                           	-    
story101.txt	6    	பல்வேறு                                      	JJ             	B-NP 			பல்வேறு,ADJ                         	-    
story101.txt	7    	மாவட்ட                                            	N_NN           	I-NP 			மாவட்ட,ADJ                          	-    
story101.txt	8    	ஆட்சியர்களுடனும்                           	N_NN           	I-NP 			ஆட்சியர்,N                           	-    
story101.txt	9    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	10   	டாக்டர்                                            	N_NN           	B-NP 			டாக்டர்,N                            	(1
story101.txt	11   	ஹர்ஷ்வர்தன்                                     	N_NNP          	I-NP 			ஹர்ஷ்வர்தன்,N,M,,                      	1)
story101.txt	12   	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	-    
story101.txt	13   	மாவட்டங்களில்                                  	N_NN           	B-NP 			மாவட்டம்,N                           	-    
story101.txt	14   	கோவிட்-19                                    	N_NN           	B-NP 			கோவிட்-19,N,,,                      	(2)
story101.txt	15   	மேலாண்மையும்                                  	N_NN           	I-NP 			மேலாண்மை,N                          	-    
story101.txt	16   	நிலைமையும்                                   	N_NN           	I-NP 			நிலைமை,N                           	-    
story101.txt	17   	எவ்வாறு                                      	DM_DMQ         	B-BLK			எவ்வாறு,ADV                         	-    
story101.txt	18   	உள்ளது                                            	V_VM_VF        	B-VGF			உள்,V                               	-    
story101.txt	19   	என்பது                                            	CC_CCS         	B-CCP			என்,V                               	-    
story101.txt	20   	குறித்து                                     	PSP            	B-BLK			குறித்து,ADV                        	-    
story101.txt	21   	விரிவாகக்                                    	RB             	B-VGF			விரிவு,N                           	-    
story101.txt	22   	கலந்துரையாடினார்                          	V_VM_VF        	I-VGF			கலந்துரையாடு,V                      	-    
story101.txt	23   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

story101.txt	0    	அனைவரும்                                     	N_NN           	B-NP 			அனைவரும்,N                          	-    
story101.txt	1    	இணைந்து                                      	V_VM_VNF_VBN   	B-VGF			இணை,V                              	-    
story101.txt	2    	செயல்படுவதற்கும்                           	V_VM_VF        	I-VGF			செயல்படு,V                          	-    
story101.txt	3    	,                            	RD_PUNC        	I-VGF			&comma;,punc                       	-    
story101.txt	4    	பணிகளில்                                     	N_NN           	B-NP 			பணி,N                              	-    
story101.txt	5    	ஏதேனும்                                      	PR_PRL         	B-NP 			ஏதேனும்,N                           	-    
story101.txt	6    	இடைவெளிகள்                                   	N_NN           	B-NP 			இடைவெளி,N                          	-    
story101.txt	7    	இருக்கும்                                     	V_VM_VNF_RP    	B-VGNF			இரு,V                              	-    
story101.txt	8    	பட்சத்தில்                                     	PSP            	B-BLK			பட்சம்,N                             	-    
story101.txt	9    	,                            	RD_PUNC        	I-BLK			&comma;,punc                       	-    
story101.txt	10   	அதை                                              	PR_PRP         	B-NP 			அது,PN                             	-    
story101.txt	11   	முழுமைப்படுத்தவும்                         	RB             	B-RBP			முழுமைப்படுத்து,V                    	-    
story101.txt	12   	,                            	RD_PUNC        	I-RBP			&comma;,punc                       	-    
story101.txt	13   	பிரச்சினைகளைப்                            	N_NN           	B-NP 			பிரச்சினை,N                         	-    
story101.txt	14   	புரிந்து                                     	V_VM_VNF_VBN   	B-VGNF			புரி,V                             	-    
story101.txt	15   	கொள்ளவும்                                     	V_VM_VNF_INF   	I-VGNF			கொள்,V                              	-    
story101.txt	16   	,                            	RD_PUNC        	I-VGNF			&comma;,punc                       	-    
story101.txt	17   	தெளிவான                                     	JJ             	B-NP 			தெளிவு,N                           	-    
story101.txt	18   	தீர்வு                                             	N_NN           	I-NP 			தீர்வு,N                             	-    
story101.txt	19   	காணவும்                                      	V_VM_VNF_INF   	B-VGNF			காண்,V                              	-    
story101.txt	20   	,                            	RD_PUNC        	I-VGNF			&comma;,punc                       	-    
story101.txt	21   	இதுபோன்ற                                     	PR_PRP         	B-NP 			இதுபோன்ற,ADJ                        	-    
story101.txt	22   	கூட்டங்கள்                                     	N_NN           	I-NP 			கூட்டம்,N                            	-    
story101.txt	23   	உதவும்                                            	RB             	B-RBP			உதவு,V                             	-    
story101.txt	24   	என்றும்                                            	CC_CCS         	B-CCP			என்றும்,ADV                          	-    
story101.txt	25   	அவர்                                              	PR_PRP         	B-NP 			அவர்,PN                             	(1)
story101.txt	26   	கூறினார்                                     	V_VM_VF        	B-VGF			கூறு,V                             	-    
story101.txt	27   	.                            	RD_PUNC        	I-VGF			&dot;,punc                         	-    

#end document
#begin document (story102.txt); part 000
story102.txt	tok_No	Token				POS		Anaphora     Coreference
story102.txt	0    	மண்டோலி                                      	N_NN           	B-NP 			மண்டோலி,N,,,                        	(5
story102.txt	1    	சிறைச்சாலையில்                            	N_NN           	I-NP 			சிறைச்சாலை,N                        	5)
story102.txt	2    	அமைக்கப்பட்டுள்ள                            	V_VM_VNF_RP    	B-VGNF			அமை,V                              	-    
story102.txt	3    	கோவிட்                                            	N_NNP          	B-NP 			கோவி,N                             	(2
story102.txt	4    	19                           	QT_QTC         	B-NP 			19,num                             	2)
story102.txt	5    	தொற்று                                            	N_NN           	I-NP 			தொற்று,N                            	-    
story102.txt	6    	தடுப்பு                                      	N_NN           	I-NP 			தடுப்பு,N                           	-    
story102.txt	7    	நல                                               	N_NN           	I-NP 			நலம்,N                              	-    
story102.txt	8    	மையத்தை                                      	N_NN           	I-NP 			மையம்,N                             	-    
story102.txt	9    	பார்வையிட்டார்                             	V_VM_VNF_RP_PRP	B-VGNF			பார்வையிடு,V                        	-    
story102.txt	10   	அமைச்சர்                                      	N_NN           	B-NP 			அமைச்சர்,N                           	(1)
story102.txt	11   	டாக்டர்.ஹர்ஷ்                                   	N_NNP          	B-NP 			டாக்டர்.ஹர்ஷ்,N,M,,                    	(1
story102.txt	12   	வர்த்தன்                                            	N_NN           	I-NP 			வர்த்தன்,N,M,,                        	1)

story102.txt	0    	மத்திய                                            	JJ             	B-NP 			மத்திய,ADJ,,,                       	(1
story102.txt	1    	மக்கள்                                             	N_NN           	I-NP 			மக்கள்,N                             	1
story102.txt	2    	நல்வாழ்வு                                     	N_NN           	I-NP 			நல்வாழ்வு,N                          	1
story102.txt	3    	,                            	RD_PUNC        	I-NP 			&comma;,punc                       	1
story102.txt	4    	குடும்ப                                      	N_NN           	B-NP 			குடும்பம்,N                          	1
story102.txt	5    	நலத்துறை                                     	N_NN           	I-NP 			நலத்துறை,N                          	1
story102.txt	6    	அமைச்சர்                                      	N_NN           	I-NP 			அமைச்சர்,N                           	1)
story102.txt	7    	டாக்டர்.ஹர்ஷ்வர்த்தன்                          	N_NNP          	B-NP 			டாக்டர்.ஹர்ஷ்வர்த்தன்,N,M,,               	(1)
