#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story101.txt	2    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	3    	2013                	QT__QTC        	I-NP    			2013,num                      	-     
story101.txt	4    	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story101.txt	5    	ಜುಲೈ                                 	N__NNP         	B-NP    			ಜುಲೈ,n                          	-     
story101.txt	6    	18                  	QT__QTC        	I-NP    			18,num                        	-     
story101.txt	7    	ರಂದು                                 	PSP            	I-NP    			ರಂದು,psp                        	-     
story101.txt	8    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	9    	ಗೌರವಾನ್ವಿತ                        	JJ             	B-NP    			ಗೌರವಾನ್ವಿಸು,adj                    	-     
story101.txt	10   	ಸರ್ವೋಚ್ಚ                              	JJ             	I-NP    			ಸರ್ವೋಚ್ಚ,adj                     	-     
story101.txt	11   	ನ್ಯಾಯಾಲಯವು                        	N__NN          	I-NP    			ನ್ಯಾಯಾಲಯ,n                       	-     
story101.txt	12   	&apos;ವೆಲ್ಲೂರು          	N__NNP         	B-NP    			&,n                           	-     
story101.txt	13   	ಕ್ರಿಶ್ಚಿಯನ್                        	N__NN          	I-NP    			ಕ್ರಿಶ್ಚಿಯನ್,n                      	-     
story101.txt	14   	ವೈದ್ಯಕೀಯ                              	JJ             	B-NP    			ವೈದ್ಯ,adj                       	-     
story101.txt	15   	ಕಾಲೇಜು                                	N__NN          	I-NP    			ಕಾಲೇಜು,n                         	-     
story101.txt	16   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	17   	ಇತರ                                	JJ             	B-NP    			ಇತರ,adj                       	-     
story101.txt	18   	(ವರ್ಸಸ್                              	N__NN          	I-NP    			ವರ್ಸಸ್,n                        	-     
story101.txt	19   	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	20   	ಯೂನಿಯನ್                               	N__NN          	B-NP    			ಯೂನಿಯನ್,n                        	-     
story101.txt	21   	ಆಫ್                                 	PSP            	I-NP    			ಆಫ್,psp                        	-     
story101.txt	22   	ಇಂಡಿಯಾ                                	N__NNP         	I-NP    			ಇಂಡಿಯಾ,n                         	-     
story101.txt	23   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	24   	ಇತರ                                	JJ             	B-NP    			ಇತರ,adj                       	-     
story101.txt	25   	ಪ್ರಕರಣಗಳಲ್ಲಿ                     	N__NN          	I-NP    			ಪ್ರಕರಣ,n                       	-     
story101.txt	26   	ನೀಟ್                                 	N__NN          	B-NP    			ನೀಟ್,n                          	-     
story101.txt	27   	ಗೆ                                  	PSP            	I-NP    			ಗೆ,psp                         	-     
story101.txt	28   	ಸಂಬಂಧಿಸಿದ                              	V__VM__VNG     	B-VGNN  			ಸಂಬಂಧಿಸು,v                        	-     
story101.txt	29   	ನಿಬಂಧನೆಗಳನ್ನು                      	N__NN          	B-NP    			ನಿಬಂಧನೆ,n                        	-     
story101.txt	30   	ರದ್ದುಗೊಳಿಸಿತು                       	V__VM__VF      	B-VGF   			ರದ್ದುಗೊಳ್ಳು,v                      	-     
story101.txt	31   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story101.txt	0    	[2012ರ              	N__NN          	B-NP    			2012,n                        	-     
story101.txt	1    	ಟಿಸಿ(ಸಿ                               	N__NN          	I-NP    			ಟು,n                           	-     
story101.txt	2    	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	3    	ಸಂಖ್ಯೆ                                	N__NN          	B-NP    			ಸಂಖ್ಯೆ,n                         	-     
story101.txt	4    	98                  	QT__QTC        	B-JJP   			98,num                        	-     
story101.txt	5    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	6    	ಲಗತ್ತಿಸಲಾದ                       	V__VM__VNG     	B-VGNN  			ಲಗತ್ತಿಸು,v                       	-     
story101.txt	7    	144                 	QT__QTC        	B-JJP   			144,num                       	-     
story101.txt	8    	ಅರ್ಜಿಗಳು]              	N__NN          	B-NP    			ಅರ್ಜಿ,n                         	-     

story101.txt	0    	ಆದಾಗ್ಯೂ                               	CC__CCS        	B-CCP   			ಆದಾಗ್ಯೂ,avy                      	-     
story101.txt	1    	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story101.txt	2    	ಮೆಡಿಕಲ್                               	N__NNP         	B-NP    			ಮೆಡಿಕಲ್,n                        	-     
story101.txt	3    	ಕೌನ್ಸಿಲ್                               	N__NNP         	I-NP    			ಕೌನ್ಸಿಲ್,n                        	-     
story101.txt	4    	ಆಫ್                                 	PSP            	I-NP    			ಆಫ್,psp                        	-     
story101.txt	5    	ಇಂಡಿಯಾ                                	N__NNP         	B-NP    			ಇಂಡಿಯಾ,n                         	-     
story101.txt	6    	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	7    	ಇಂಡಿಯನ್                               	N__NNP         	B-NP    			ಇಂಡಿಯನ್,n                        	-     
story101.txt	8    	ಯೂನಿಯನ್                               	N__NNP         	I-NP    			ಯೂನಿಯನ್,n                        	-     
story101.txt	9    	ಆಫ್                                 	N__NNP         	I-NP    			ಆಫ್,n                          	-     
story101.txt	10   	ಇಂಡಿಯಾ                                	N__NNP         	I-NP    			ಇಂಡಿಯಾ,n                         	-     
story101.txt	11   	ಜಂಟಿಯಾಗಿ                               	N__NN          	I-NP    			ಜಂಟಿ,n                          	-     
story101.txt	12   	ದಿ                                  	PSP            	I-NP    			ದಿ,psp                         	-     
story101.txt	13   	ಮೆಡಿಕಲ್                               	N__NNP         	B-NP    			ಮೆಡಿಕಲ್,n                        	-     
story101.txt	14   	ಕೌನ್ಸಿಲ್                               	N__NN          	B-NP    			ಕೌನ್ಸಿಲ್,n                        	-     
story101.txt	15   	ಆಫ್                                 	PSP            	I-NP    			ಆಫ್,psp                        	-     
story101.txt	16   	ಇಂಡಿಯಾ                                	N__NNP         	I-NP    			ಇಂಡಿಯಾ,n                         	-     
story101.txt	17   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	18   	ದಿ                                  	JJ             	B-NP    			ದಿ,adj                         	-     
story101.txt	19   	ಕ್ರಿಶ್ಚಿಯನ್                        	N__NN          	I-NP    			ಕ್ರಿಶ್ಚಿಯನ್,n                      	-     
story101.txt	20   	ಮೆಡಿಕಲ್                               	N__NNP         	B-NP    			ಮೆಡಿಕಲ್,n                        	-     
story101.txt	21   	ಕಾಲೇಜ್                                	N__NNP         	I-NP    			ಕಾಲೇಜ್,n                         	-     
story101.txt	22   	ವೆಲ್ಲೂರು                               	N__NNP         	B-NP    			ವೆಲ್ಲೂರು,n                        	-     
story101.txt	23   	ಎಂಬ                                 	CC__CCS        	B-CCP   			ಎಂಬ,avy                        	-     
story101.txt	24   	ಶೀರ್ಷಿಕೆಯಡಿ                        	N__NN          	B-NP    			ಶೀರ್ಷಿಕೆಯಡು,n                      	-     
story101.txt	25   	ಸಲ್ಲಿಸಲಾದ                        	V__VM__VNG     	B-VGNN  			ಸಲ್ಲು,v                         	-     
story101.txt	26   	ಪರಿಶೀಲನಾ                              	JJ             	B-NP    			ಪರಿಶೀಲನಾ,adj                     	-     
story101.txt	27   	ಅರ್ಜಿಯಲ್ಲಿ                        	N__NN          	I-NP    			ಅರ್ಜಿ,n                         	-     
story101.txt	28   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	29   	ಇತರರು                               	N__NN          	B-NP    			ಇತರರು,n                        	-     
story101.txt	30   	(ಸಿ                                 	N__NN          	B-NP    			ಸಿ,n                           	-     
story101.txt	31   	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	32   	2013                	QT__QTC        	I-NP    			2013,num                      	-     
story101.txt	33   	:                   	RD__SYM        	I-NP    			:,punc                        	-     
story101.txt	34   	ಸಂಖ್ಯೆಗಳು                              	N__NN          	B-NP    			ಸಂಖ್ಯೆ,n                         	-     
story101.txt	35   	2059                	QT__QTC        	B-NP    			2059,num                      	-     
story101.txt	36   	-                   	RD__SYM        	I-NP    			-,punc                        	-     
story101.txt	37   	2268                	QT__QTC        	I-NP    			2268,num                      	-     
story101.txt	38   	ಎಂದು                                 	CC__CCS        	B-CCP   			ಎಂದು,avy                        	-     
story101.txt	39   	ಹೆಸರಿಸಲಾಗಿದೆ;                      	V__VM__VNG     	B-VGNN  			ಹೆಸರಿಸಲಾಗಿದೆ;,v                    	-     
story101.txt	40   	ಗೌರವಾನ್ವಿತ                        	JJ             	B-NP    			ಗೌರವಾನ್ವಿಸು,adj                    	(5
story101.txt	41   	ಸರ್ವೋಚ್ಚ                              	JJ             	I-NP    			ಸರ್ವೋಚ್ಚ,adj                     	5
story101.txt	42   	ನ್ಯಾಯಾಲಯವು                        	N__NN          	I-NP    			ನ್ಯಾಯಾಲಯ,n                       	5)
story101.txt	43   	-                   	RD__SYM        	I-NP    			-,punc                        	-     
story101.txt	44   	ಏಪ್ರಿಲ್                               	N__NNP         	I-NP    			ಏಪ್ರಿಲ್,n                        	-     
story101.txt	45   	11                  	QT__QTC        	I-NP    			11,num                        	-     
story101.txt	46   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	47   	2016                	QT__QTC        	B-NP    			2016,num                      	-     
story101.txt	48   	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story101.txt	49   	ತನ್ನ                                	PR__PRF        	B-NP    			ತಾನು,pn                         	(5)
story101.txt	50   	ಆದೇಶದಲ್ಲಿ                        	N__NN          	B-NP    			ಆದೇಶ,n                         	-     
story101.txt	51   	ನೀಟ್                                 	N__NN          	B-NP    			ನೀಟ್,n                          	-     
story101.txt	52   	ನಿಯಮಗಳನ್ನು                       	N__NN          	B-NP    			ನಿಯಮ,n                         	-     
story101.txt	53   	ಪರಿಶೀಲಿಸಿದೆ                        	V__VM__VNG     	B-VGNN  			ಪರಿಶೀಲಿಸು,v                       	-     
story101.txt	54   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story101.txt	0    	ಇದಲ್ಲದೆ                              	CC__CCS        	B-CCP   			ಇದಲ್ಲದೆ,avy                     	-     
story101.txt	1    	,                   	RD__PUNC       	I-CCP   			COMMA,punc                    	-     
story101.txt	2    	2016-2017           	QT__QTC        	B-JJP   			2016-2017,num                 	-     
story101.txt	3    	ರ                                  	PSP            	I-JJP   			ರ,psp                         	-     
story101.txt	4    	ಶೈಕ್ಷಣಿಕ                              	JJ             	B-NP    			ಶೈಕ್ಷಣಿಕ,adj                     	-     
story101.txt	5    	ವರ್ಷದ                               	N__NN          	I-NP    			ವರ್ಷ,n                         	-     
story101.txt	6    	ಎಂಬಿಬಿಎಸ್                              	N__NNP         	B-NP    			ಎಂಬಿಬಿಎಸ್,n                       	-     
story101.txt	7    	ಕೋರ್ಸ್ಗಾಗಿ                              	N__NN          	B-NP    			ಕೋರ್ಸ್,n                         	-     
story101.txt	8    	ರಾಷ್ಟ್ರೀಯ                              	JJ             	B-NP    			ರಾಷ್ಟ್ರ,adj                      	-     
story101.txt	9    	ಅರ್ಹತಾ                               	JJ             	I-NP    			ಅರ್ಹತಾ,adj                      	-     
story101.txt	10   	ಪ್ರವೇಶ                               	N__NN          	I-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	11   	ಪರೀಕ್ಷೆಯನ್ನು                       	N__NN          	I-NP    			ಪರೀಕ್ಷೆ,n                        	-     
story101.txt	12   	2016                	QT__QTC        	I-NP    			2016,num                      	-     
story101.txt	13   	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story101.txt	14   	ಏಪ್ರಿಲ್                               	N__NNP         	B-NP    			ಏಪ್ರಿಲ್,n                        	-     
story101.txt	15   	28                  	QT__QTC        	B-NP    			28,num                        	-     
story101.txt	16   	ರಂದು                                 	PSP            	I-NP    			ರಂದು,psp                        	-     
story101.txt	17   	ಗೌರವಾನ್ವಿತ                        	JJ             	B-NP    			ಗೌರವಾನ್ವಿಸು,adj                    	-     
story101.txt	18   	ಸರ್ವೋಚ್ಚ                              	JJ             	I-NP    			ಸರ್ವೋಚ್ಚ,adj                     	-     
story101.txt	19   	ನ್ಯಾಯಾಲಯವು                        	N__NN          	I-NP    			ನ್ಯಾಯಾಲಯ,n                       	-     
story101.txt	20   	ನೀಡಿದ                                	V__VM__VNG     	B-VGNN  			ನೀಡು,v                          	-     
story101.txt	21   	ಆದೇಶದ                               	N__NN          	B-NP    			ಆದೇಶ,n                         	-     
story101.txt	22   	ಅನುಸಾರ                               	RP__RPD        	I-NP    			ಅನುಸಾರ,avy                      	-     
story101.txt	23   	ಸಂಕಲ್ಪ್                               	N__NNP         	B-NP    			ಸಂಕಲ್ಪ್,n                        	-     
story101.txt	24   	ಎನ್ಜಿಒ                               	N__NNP         	I-NP    			ಎನ್ಜಿಉ,n                        	-     
story101.txt	25   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	26   	ಒನ್                                 	N__NNP         	B-NP    			ಒನ್,n                          	-     
story101.txt	27   	(ವರ್ಸಸ್                              	N__NN          	I-NP    			ವರ್ಸಸ್,n                        	-     
story101.txt	28   	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	29   	ಯೂನಿಯನ್                               	N__NN          	B-NP    			ಯೂನಿಯನ್,n                        	-     
story101.txt	30   	ಆಫ್                                 	N__NNP         	I-NP    			ಆಫ್,n                          	-     
story101.txt	31   	ಇಂಡಿಯಾ                                	N__NNP         	I-NP    			ಇಂಡಿಯಾ,n                         	-     
story101.txt	32   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	33   	ಇತರರು                               	N__NN          	B-NP    			ಇತರರು,n                        	-     
story101.txt	34   	ಎಂಬ                                 	CC__CCS        	B-CCP   			ಎಂಬ,avy                        	-     
story101.txt	35   	ಪ್ರಕರಣದಲ್ಲಿ                      	N__NN          	B-NP    			ಪ್ರಕರಣ,n                       	-     
story101.txt	36   	ನಡೆಸಲಾಯಿತು                        	V__VM__VF      	B-VGF   			ನಡೆ,v                          	-     
story101.txt	37   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story101.txt	0    	ಭಾರತೀಯ                               	N__NNP         	B-NP    			ಭಾರತ,n                         	-     
story101.txt	1    	ವೈದ್ಯಕೀಯ                              	JJ             	I-NP    			ವೈದ್ಯ,adj                       	-     
story101.txt	2    	ಮಂಡಳಿ                                	N__NNP         	I-NP    			ಮಂಡಳಿ,n                         	-     
story101.txt	3    	(ತಿದ್ದುಪಡಿ                        	N__NN          	I-NP    			ತಿದ್ದುಪಡಿ,n                       	-     
story101.txt	4    	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	5    	ಕಾಯ್ದೆ                                	N__NN          	B-NP    			ಕಾಯ್ದೆ,n                         	-     
story101.txt	6    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	7    	2016                	QT__QTC        	B-NP    			2016,num                      	-     
story101.txt	8    	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story101.txt	9    	ಪ್ರಕಾರ                               	PSP            	I-NP    			ಪ್ರಕಾರ,psp                      	-     
story101.txt	10   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	11   	2017-18             	QT__QTC        	B-NP    			2017-18,num                   	-     
story101.txt	12   	ರ                                  	PSP            	I-NP    			ರ,psp                         	-     
story101.txt	13   	ಶೈಕ್ಷಣಿಕ                              	JJ             	B-NP    			ಶೈಕ್ಷಣಿಕ,adj                     	-     
story101.txt	14   	ವರ್ಷಕ್ಕೆ                              	N__NN          	I-NP    			ವರ್ಷ,n                         	-     
story101.txt	15   	ಎಂಬಿಬಿಎಸ್                              	N__NNP         	B-NP    			ಎಂಬಿಬಿಎಸ್,n                       	-     
story101.txt	16   	ಪ್ರವೇಶಕ್ಕಾಗಿ                       	N__NN          	I-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	17   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	18   	ರಾಷ್ಟ್ರೀಯ                              	JJ             	B-NP    			ರಾಷ್ಟ್ರ,adj                      	(4
story101.txt	19   	ಅರ್ಹತಾ                               	N__NN          	I-NP    			ಅರ್ಹತಾ,n                        	4
story101.txt	20   	ಪ್ರವೇಶ                               	N__NN          	B-NP    			ಪ್ರವೇಶ,n                        	4
story101.txt	21   	ಪರೀಕ್ಷೆ                               	JJ             	B-NP    			ಪರೀಕ್ಷೆ,adj                      	4
story101.txt	22   	(ನೀಟ್                                	N__NN          	I-NP    			ನೀಟ್,n                          	4
story101.txt	23   	)                   	RD__SYM        	I-NP    			!,punc                        	4)
story101.txt	24   	ಪದವಿಪೂರ್ವ                        	JJ             	B-NP    			ಪದವಿ,adj                       	-     
story101.txt	25   	ಮಟ್ಟದಲ್ಲಿ                        	N__NN          	I-NP    			ಮಟ್ಟ,n                         	-     
story101.txt	26   	ಎಲ್ಲಾ                                	JJ             	B-JJP   			ಎಲ್ಲ,adj                       	-     
story101.txt	27   	ವೈದ್ಯಕೀಯ                              	JJ             	B-NP    			ವೈದ್ಯ,adj                       	-     
story101.txt	28   	ಶಿಕ್ಷಣ                               	N__NN          	I-NP    			ಶಿಕ್ಷಿಸು,n                        	-     
story101.txt	29   	ಸಂಸ್ಥೆಗಳಿಗೆ                        	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story101.txt	30   	ಏಕರೂಪದ                              	JJ             	B-JJP   			ಏಕರೂಪ,adj                      	-     
story101.txt	31   	ಪ್ರವೇಶ                               	JJ             	B-NP    			ಪ್ರವೇಶ,adj                      	-     
story101.txt	32   	ಪರೀಕ್ಷೆಯಾಗಿದೆ                       	N__NN          	I-NP    			ಪರೀಕ್ಷೆಯಾಗಿದೆ,n                     	-     
story101.txt	33   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	34   	ಇದು                                 	DM__DMD        	B-NP    			ಇದು,pn                         	(4)
story101.txt	35   	ಪದವಿಪೂರ್ವ                        	JJ             	I-NP    			ಪದವಿ,adj                       	-     
story101.txt	36   	ಮಟ್ಟದಲ್ಲಿ                        	N__NN          	I-NP    			ಮಟ್ಟ,n                         	-     
story101.txt	37   	ಎಲ್ಲಾ                                	JJ             	B-JJP   			ಎಲ್ಲ,adj                       	-     
story101.txt	38   	ವೈದ್ಯಕೀಯ                              	JJ             	B-NP    			ವೈದ್ಯ,adj                       	-     
story101.txt	39   	ಶಿಕ್ಷಣ                               	N__NN          	I-NP    			ಶಿಕ್ಷಿಸು,n                        	-     
story101.txt	40   	ಸಂಸ್ಥೆಗಳಿಗೆ                        	N__NN          	I-NP    			ಸಂಸ್ಥೆ,n                         	-     
story101.txt	41   	ಏಕರೂಪದ                              	JJ             	B-JJP   			ಏಕರೂಪ,adj                      	-     
story101.txt	42   	ಪ್ರವೇಶ                               	JJ             	B-NP    			ಪ್ರವೇಶ,adj                      	-     
story101.txt	43   	ಪರೀಕ್ಷೆಯಾಗಿ                        	N__NN          	I-NP    			ಪರೀಕ್ಷೆ,n                        	-     
story101.txt	44   	ಮುಂದುವರಿಯುತ್ತದೆ                      	N__NN          	B-NP    			ಮುಂದುವರಿ,n                        	-     
story101.txt	45   	.                   	RD__PUNC       	B-BLK   			.,punc                        	-     

story101.txt	0    	ಅಧಿನಿಯಮದ                        	N__NN          	B-NP    			ಅಧಿನಿಯಮ,n                       	-     
story101.txt	1    	4ನೇ                                 	QT__QTO        	B-NP    			4,num                         	-     
story101.txt	2    	ಪ್ರಕರಣದಲ್ಲಿ                      	N__NN          	I-NP    			ಪ್ರಕರಣ,n                       	-     
story101.txt	3    	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	4    	ವೈದ್ಯಕೀಯ                              	JJ             	B-NP    			ವೈದ್ಯ,adj                       	-     
story101.txt	5    	ಕೋರ್ಸ್                                	N__NN          	I-NP    			ಕೋರ್ಸ್,n                         	-     
story101.txt	6    	ಗಳ                                 	PSP            	I-NP    			ಗಳ,psp                        	-     
story101.txt	7    	ಪ್ರವೇಶವನ್ನು                       	N__NN          	B-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	8    	ಅರ್ಹತಾ                               	JJ             	B-NP    			ಅರ್ಹತಾ,adj                      	-     
story101.txt	9    	ಮಾನದಂಡಗಳ                        	N__NN          	I-NP    			ಮಾನದಂಡ,n                        	-     
story101.txt	10   	ಶೀರ್ಷಿಕೆಯಡಿ                        	JJ             	B-NP    			ಶೀರ್ಷಿಕೆಯು,adj                     	-     
story101.txt	11   	ಮೌಲ್ಯಮಾಪನ                        	N__NN          	I-NP    			ಮೌಲ್ಯಮಾಪನ,n                      	-     
story101.txt	12   	ಮಾಡಲಾಗುತ್ತದೆ                       	V__VM__VF      	B-VGF   			ಮಾಡು,v                          	-     
story101.txt	13   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	14   	4(1                 	QT__QTC        	B-NP    			41,num                        	-     
story101.txt	15   	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	16   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	17   	1(ಎ                                	N__NNP         	B-NP    			1,n                           	-     
story101.txt	18   	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	19   	ಉಪಪ್ರಕರಣಗಳಲ್ಲಿ                   	N__NN          	B-NP    			ಉಪಪ್ರಕರಣ,n                     	-     
story101.txt	20   	,                   	RD__PUNC       	I-NP    			COMMA,punc                    	-     
story101.txt	21   	ಈ                                  	DM__DMD        	B-NP    			ಈ,pn                          	-     
story101.txt	22   	ಕೆಳಗಿನವುಗಳನ್ನು                     	N__NST         	I-NP    			ಕೆಳಗಿನವುಗಳನ್ನು,nst                 	-     
story101.txt	23   	ನಿರ್ಣಯಿಸಲಾಗುತ್ತದೆ                    	V__VM__VF      	B-VGF   			ನಿರ್ಣಯಿಸು,v                       	-     
story101.txt	24   	:                   	RD__SYM        	B-BLK   			:,punc                        	-     

story101.txt	0    	8.9.3               	QT__QTC        	B-JJP   			8.9.3,num                     	-     
story101.txt	1    	ವೈದ್ಯಕೀಯ                              	JJ             	B-NP    			ವೈದ್ಯ,adj                       	-     
story101.txt	2    	ಕೋರ್ಸ್                                	N__NN          	I-NP    			ಕೋರ್ಸ್,n                         	-     
story101.txt	3    	ಗಳಿಗೆ                                	PSP            	I-NP    			ಗಳಿಗೆ,psp                       	-     
story101.txt	4    	ಪ್ರವೇಶ                               	N__NN          	B-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	5    	-                   	RD__SYM        	I-NP    			-,punc                        	-     
story101.txt	6    	ಅರ್ಹತಾ                               	JJ             	B-NP    			ಅರ್ಹತಾ,adj                      	-     
story101.txt	7    	ಮಾನದಂಡಗಳು                        	N__NN          	I-NP    			ಮಾನದಂಡ,n                        	-     

story101.txt	0    	ಯಾವುದೇ                                	PR__PRI        	B-NP    			ಯಾವುದೇ,pn                        	-     
story101.txt	1    	ಅರ್ಜಿದಾರರು                        	N__NN          	B-NP    			ಅರ್ಜಿ,n                         	(1)
story101.txt	2    	ರಾಷ್ಟ್ರೀಯ                              	JJ             	B-NP    			ರಾಷ್ಟ್ರ,adj                      	-     
story101.txt	3    	ಅರ್ಹತಾ                               	JJ             	I-NP    			ಅರ್ಹತಾ,adj                      	-     
story101.txt	4    	ಪ್ರವೇಶ                               	N__NN          	I-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	5    	ಪರೀಕ್ಷೆಯಲ್ಲಿ                       	N__NN          	I-NP    			ಪರೀಕ್ಷೆ,n                        	-     
story101.txt	6    	ಅರ್ಹತೆ                               	N__NN          	B-NP    			ಅರ್ಹ,n                         	-     
story101.txt	7    	ಪಡೆಯುವವರೆಗೆ                       	V__VM__VNG     	B-VGNN  			ಪಡೆ,v                          	-     
story101.txt	8    	ಪದವಿಪೂರ್ವ                        	JJ             	B-JJP   			ಪದವಿ,adj                       	-     
story101.txt	9    	ವೈದ್ಯಕೀಯ                              	JJ             	B-JJP   			ವೈದ್ಯ,adj                       	-     
story101.txt	10   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	11   	ಶಸ್ತ್ರಚಿಕಿತ್ಸಾ                      	JJ             	B-NP    			ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ,adj                  	-     
story101.txt	12   	ಕೋರ್ಸ್ಗಳಿಗೆ                        	N__NN          	I-NP    			ಕೋರ್ಸ್,n                         	-     
story101.txt	13   	ದಾಖಲಾಗಲು                              	N__NN          	B-NP    			ದಾಖಲಾಗಲು,n                       	-     
story101.txt	14   	ಅನುಮತಿಸಲಾಗುವುದಿಲ್ಲ                   	V__VM__VF      	B-VGF   			ಅನುಮತಿಸಲಾಗು,v                     	-     
story101.txt	15   	ಮತ್ತು                                	CC__CCD        	B-CCP   			ಮತ್ತು,avy                       	-     
story101.txt	16   	ಎಂಬಿಬಿಎಸ್                              	N__NNP         	B-NP    			ಎಂಬಿಬಿಎಸ್,n                       	-     
story101.txt	17   	ಪ್ರವೇಶಕ್ಕಾಗಿ                       	N__NN          	I-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	18   	ಆ                                  	DM__DMD        	B-NP    			ಆ,pn                          	-     
story101.txt	19   	ವರ್ಷದ                               	N__NN          	I-NP    			ವರ್ಷ,n                         	-     
story101.txt	20   	ಡಿಸೆಂಬರ್                               	N__NNP         	B-NP    			ಡಿಸೆಂಬರ್,n                        	-     
story101.txt	21   	31                  	QT__QTC        	I-NP    			31,num                        	-     
story101.txt	22   	ರಂದು                                 	PSP            	I-NP    			ರಂದು,psp                        	-     
story101.txt	23   	ಅಥವಾ                                	CC__CCD        	B-CCP   			ಅಥವಾ,avy                       	-     
story101.txt	24   	ಅದಕ್ಕಿಂತ                              	PR__PRP        	B-NP    			ಅದು,pn                         	-     
story101.txt	25   	ಮೊದಲು                                	N__NN          	B-NP    			ಮೊದಲು,n                         	-     
story101.txt	26   	ಅವನು                                	PR__PRP        	B-NP    			ಅವನು,pn                        	(1)
story101.txt	27   	/                   	RD__SYM        	I-NP    			SLASH,punc                    	-     
story101.txt	28   	ಅವಳು                                	PR__PRP        	B-NP    			ಅವಳು,pn                        	(1)
story101.txt	29   	17                  	QT__QTC        	B-NP    			17,num                        	-     
story101.txt	30   	ವರ್ಷಗಳನ್ನು                       	N__NN          	I-NP    			ವರ್ಷ,n                         	-     
story101.txt	31   	ಪೂರ್ಣಗೊಳಿಸುವವರೆಗೆ                    	V__VM__VNF     	B-VGNF  			ಪೂರ್ಣಗೊಳ್ಳು,v                      	-     
story101.txt	32   	ರಾಷ್ಟ್ರೀಯ                              	JJ             	B-NP    			ರಾಷ್ಟ್ರ,adj                      	-     
story101.txt	33   	ಅರ್ಹತಾ                               	JJ             	I-NP    			ಅರ್ಹತಾ,adj                      	-     
story101.txt	34   	ಪ್ರವೇಶ                               	N__NN          	I-NP    			ಪ್ರವೇಶ,n                        	-     
story101.txt	35   	ಪರೀಕ್ಷೆ                               	JJ             	B-NP    			ಪರೀಕ್ಷೆ,adj                      	-     
story101.txt	36   	(ನೀಟ್                                	N__NN          	I-NP    			ನೀಟ್,n                          	-     
story101.txt	37   	)                   	RD__SYM        	I-NP    			!,punc                        	-     
story101.txt	38   	ಬರೆಯಲು                               	JJ             	B-NP    			ಬರೆ,adj                        	-     
